accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	abbr_authors	institution
KU320915	KU320915.1	MY/U2177/2013	2013-03-20	Asia	Malaysia			628	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320916	KU320916.1	MY/U2281/2013	2013-04-12	Asia	Malaysia			622	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320917	KU320917.1	MY/U2288/2013	2013-04-12	Asia	Malaysia			613	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320918	KU320918.1	MY/U2311/2013	2013-04-17	Asia	Malaysia			622	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320919	KU320919.1	MY/U2372/2013	2013-05-06	Asia	Malaysia			613	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320920	KU320920.1	MY/U2776/2013	2013-09-09	Asia	Malaysia			628	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320921	KU320921.1	MY/U2780/2013	2013-09-11	Asia	Malaysia			628	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320922	KU320922.1	MY/U2830/2013	2013-09-23	Asia	Malaysia			580	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320923	KU320923.1	MY/U3021/2013	2013-11-08	Asia	Malaysia			622	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320924	KU320924.1	MY/U3059/2013	2013-11-15	Asia	Malaysia			589	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320925	KU320925.1	MY/U3373/2014	2014-01-15	Asia	Malaysia			628	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320926	KU320926.1	MY/U3442/2014	2014-01-29	Asia	Malaysia			628	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320927	KU320927.1	MY/U3700/2014	2014-03-26	Asia	Malaysia			622	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320928	KU320928.1	MY/U3711/2014	2014-03-28	Asia	Malaysia			613	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320929	KU320929.1	MY/U3730/2014	2014-04-02	Asia	Malaysia			628	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320930	KU320930.1	MY/U3732/2014	2014-04-02	Asia	Malaysia			625	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320931	KU320931.1	MY/U3735/2014	2014-04-04	Asia	Malaysia			628	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320932	KU320932.1	MY/U88/2012	2012-03-09	Asia	Malaysia			879	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320933	KU320933.1	MY/U663/2012	2012-06-11	Asia	Malaysia			846	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320934	KU320934.1	MY/U768/2012	2012-07-02	Asia	Malaysia			863	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320935	KU320935.1	MY/U1315/2012	2012-10-15	Asia	Malaysia			864	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320936	KU320936.1	MY/U1784/2013	2013-01-07	Asia	Malaysia			879	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320937	KU320937.1	MY/U2269/2013	2013-04-10	Asia	Malaysia			804	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320938	KU320938.1	MY/U2658/2013	2013-08-05	Asia	Malaysia			846	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320939	KU320939.1	MY/U2988/2013	2013-11-01	Asia	Malaysia			852	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320940	KU320940.1	MY/U3002/2013	2013-11-04	Asia	Malaysia			845	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320941	KU320941.1	MY/U3051/2013	2013-11-13	Asia	Malaysia			795	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320942	KU320942.1	MY/U3142/2013	2013-11-27	Asia	Malaysia			777	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320943	KU320943.1	MY/U3280/2013	2013-12-23	Asia	Malaysia			879	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320944	KU320944.1	MY/U3350/2014	2014-01-10	Asia	Malaysia			879	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320945	KU320945.1	MY/U3466/2014	2014-02-07	Asia	Malaysia			879	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
KU320946	KU320946.1	MY/U3509/2014	2014-02-14	Asia	Malaysia			846	Homo sapiens		2016-06-22	2016-06-22		Chow,W.Z.,Chan,Y.F.,Oong,X.Y.,Ng,L.J.,Nor'E,S.S.,Ng,K.T.,Chan,K.G.,Hanafi,N.S.,Pang,Y.K.,Kamarulzaman,A.,Tee,K.K.,Chook,J.B.	Chow et al.	University of Malaya, Department of Medical Microbiology
AB108700	AB108700.1	Jpn03-1	XXXX-XX-XX	Asia	Japan	Sendai		388			2003-05-02	2016-07-25		Goto,I.,Sato,C.,Suzuki,A.,Ueki,Y.,Yamaki,N.,Watanabe,S.,Otomo,H.,Nishimura,H.,Akiyama,K.	Goto et al.	Department of Microbiology; 4-7-2 Saiwai-cho, Miyagino, Sendai, Miyagi 983-0836
AB108701	AB108701.1	Jpn03-2	XXXX-XX-XX	Asia	Japan	Sendai		397			2003-05-02	2016-07-25		Goto,I.,Sato,C.,Suzuki,A.,Ueki,Y.,Yamaki,N.,Watanabe,S.,Otomo,H.,Nishimura,H.,Akiyama,K.	Goto et al.	Department of Microbiology; 4-7-2 Saiwai-cho, Miyagino, Sendai, Miyagi 983-0836
AB113371	AB113371.1	Hiroshima.JP/03/11011	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-07-01	2016-07-25		Takao,S.,Shimozono,H.,Kashiwa,H.,Shimazu,Y.,Fukuda,S.,Kuwayama,M.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB113372	AB113372.1	Hiroshima.JP/03/11015	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-07-01	2016-07-25		Takao,S.,Shimozono,H.,Kashiwa,H.,Shimazu,Y.,Fukuda,S.,Kuwayama,M.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB113373	AB113373.1	Hiroshima.JP/03/11017	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-07-01	2016-07-25		Takao,S.,Shimozono,H.,Kashiwa,H.,Shimazu,Y.,Fukuda,S.,Kuwayama,M.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB113374	AB113374.1	Hiroshima.JP/03/11018	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-07-01	2016-07-25		Takao,S.,Shimozono,H.,Kashiwa,H.,Shimazu,Y.,Fukuda,S.,Kuwayama,M.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB113375	AB113375.1	Hiroshima.JP/03/80184	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-07-01	2016-07-25		Takao,S.,Shimozono,H.,Kashiwa,H.,Shimazu,Y.,Fukuda,S.,Kuwayama,M.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB113376	AB113376.1	Hiroshima.JP/03/10009	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-07-01	2016-07-25		Takao,S.,Shimozono,H.,Kashiwa,H.,Shimazu,Y.,Fukuda,S.,Kuwayama,M.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB113377	AB113377.1	Hiroshima.JP/02/10190	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-07-01	2016-07-25		Takao,S.,Shimozono,H.,Kashiwa,H.,Shimazu,Y.,Fukuda,S.,Kuwayama,M.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB119484	AB119484.1	Hiroshima.JP/03/56005	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-09-06	2016-07-25		Takao,S.,Shimazu,Y.,Kuwayama,M.,Fukuda,S.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Minami-ku, Hiroshima 734-0007
AB119485	AB119485.1	Hiroshima.JP/03/37085	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-09-06	2016-07-25		Takao,S.,Shimazu,Y.,Kuwayama,M.,Fukuda,S.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Minami-ku, Hiroshima 734-0007
AB119486	AB119486.1	Hiroshima.JP/03/37092	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-09-06	2016-07-25		Takao,S.,Shimazu,Y.,Kuwayama,M.,Fukuda,S.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Minami-ku, Hiroshima 734-0007
AB119487	AB119487.1	Hiroshima.JP/03/11021	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-09-06	2016-07-25		Takao,S.,Shimazu,Y.,Kuwayama,M.,Fukuda,S.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Minami-ku, Hiroshima 734-0007
AB119488	AB119488.1	Hiroshima.JP/03/11022	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-09-06	2016-07-25		Takao,S.,Shimazu,Y.,Kuwayama,M.,Fukuda,S.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Minami-ku, Hiroshima 734-0007
AB119489	AB119489.1	Hiroshima.JP/03/11030	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-09-06	2016-07-25		Takao,S.,Shimazu,Y.,Kuwayama,M.,Fukuda,S.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Minami-ku, Hiroshima 734-0007
AB119490	AB119490.1	Hiroshima.JP/03/11031	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-09-06	2016-07-25		Takao,S.,Shimazu,Y.,Kuwayama,M.,Fukuda,S.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Minami-ku, Hiroshima 734-0007
AB119491	AB119491.1	Hiroshima.JP/03/11054	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-09-06	2016-07-25		Takao,S.,Shimazu,Y.,Kuwayama,M.,Fukuda,S.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Minami-ku, Hiroshima 734-0007
AB119492	AB119492.1	Hiroshima.JP/03/20021	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-09-06	2016-07-25		Takao,S.,Shimazu,Y.,Kuwayama,M.,Fukuda,S.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Minami-ku, Hiroshima 734-0007
AB119493	AB119493.1	Hiroshima.JP/03/20034	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-09-06	2016-07-25		Takao,S.,Shimazu,Y.,Kuwayama,M.,Fukuda,S.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Minami-ku, Hiroshima 734-0007
AB119494	AB119494.1	Hiroshima.JP/03/20088	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-09-06	2016-07-25		Takao,S.,Shimazu,Y.,Kuwayama,M.,Fukuda,S.,Miyazaki,K.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Minami-ku, Hiroshima 734-0007
AB126605	AB126605.1	Hiroshima.JP/03/80185	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-11-21	2016-07-26		Takao,S.,Shimozono,H.,Kashiwa,H.,Matsubara,K.,Sakano,T.,Ikeda,M.,Okamoto,N.,Yoshida,H.,Shimazu,Y.,Fukuda,S.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB126606	AB126606.1	Hiroshima.JP/03/80199	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-11-21	2016-07-26		Takao,S.,Shimozono,H.,Kashiwa,H.,Matsubara,K.,Sakano,T.,Ikeda,M.,Okamoto,N.,Yoshida,H.,Shimazu,Y.,Fukuda,S.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB126607	AB126607.1	Hiroshima.JP/03/13016	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-11-21	2016-07-26		Takao,S.,Shimozono,H.,Kashiwa,H.,Matsubara,K.,Sakano,T.,Ikeda,M.,Okamoto,N.,Yoshida,H.,Shimazu,Y.,Fukuda,S.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB126608	AB126608.1	Hiroshima.JP/03/10023	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-11-21	2016-07-26		Takao,S.,Shimozono,H.,Kashiwa,H.,Matsubara,K.,Sakano,T.,Ikeda,M.,Okamoto,N.,Yoshida,H.,Shimazu,Y.,Fukuda,S.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB126609	AB126609.1	Hiroshima.JP/03/10030	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-11-21	2016-07-26		Takao,S.,Shimozono,H.,Kashiwa,H.,Matsubara,K.,Sakano,T.,Ikeda,M.,Okamoto,N.,Yoshida,H.,Shimazu,Y.,Fukuda,S.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB126610	AB126610.1	Hiroshima.JP/03/10032	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-11-21	2016-07-26		Takao,S.,Shimozono,H.,Kashiwa,H.,Matsubara,K.,Sakano,T.,Ikeda,M.,Okamoto,N.,Yoshida,H.,Shimazu,Y.,Fukuda,S.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB126611	AB126611.1	Hiroshima.JP/03/10036	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-11-21	2016-07-26		Takao,S.,Shimozono,H.,Kashiwa,H.,Matsubara,K.,Sakano,T.,Ikeda,M.,Okamoto,N.,Yoshida,H.,Shimazu,Y.,Fukuda,S.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB126612	AB126612.1	Hiroshima.JP/03/20036	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-11-21	2016-07-26		Takao,S.,Shimozono,H.,Kashiwa,H.,Matsubara,K.,Sakano,T.,Ikeda,M.,Okamoto,N.,Yoshida,H.,Shimazu,Y.,Fukuda,S.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB126613	AB126613.1	Hiroshima.JP/03/46002	XXXX-XX-XX	Asia	Japan	Hiroshima		334			2003-11-21	2016-07-26		Takao,S.,Shimozono,H.,Kashiwa,H.,Matsubara,K.,Sakano,T.,Ikeda,M.,Okamoto,N.,Yoshida,H.,Shimazu,Y.,Fukuda,S.	Takao et al.	Shinichi Takao, Hiroshima Prefectural Institute of Health and Environment, Microbiology II; Minami-machi, 1-6-29, Hiroshima, Minami-ku, Hiroshima 734-0007
AB191391	AB191391.1	AB191391	XXXX-XX-XX	Asia	Japan	Niigata		352			2005-06-01	2016-07-26		Sasaki,A.,Suzuki,H.,Saito,R.,Sato,M.,Sato,I.,Sano,Y.,Reiko,S.,Hiroshi,S.,Yugo,S.,Maki,S.	Sasaki et al.	Asami Sasaki, Department of Public Health, Niigata University,Graduate school of Medical and Dental Sciences; Asahimachi-dori 1-757, Niigata, Niigata 951-8510
AB191392	AB191392.1	AB191392	XXXX-XX-XX	Asia	Japan	Niigata		352			2005-06-01	2016-07-26		Sasaki,A.,Suzuki,H.,Saito,R.,Sato,M.,Sato,I.,Sano,Y.,Reiko,S.,Hiroshi,S.,Yugo,S.,Maki,S.	Sasaki et al.	Asami Sasaki, Department of Public Health, Niigata University,Graduate school of Medical and Dental Sciences; Asahimachi-dori 1-757, Niigata, Niigata 951-8510
AB191393	AB191393.1	AB191393	XXXX-XX-XX	Asia	Japan	Niigata		352			2005-06-01	2016-07-26		Sasaki,A.,Suzuki,H.,Saito,R.,Sato,M.,Sato,I.,Sano,Y.,Reiko,S.,Hiroshi,S.,Yugo,S.,Maki,S.	Sasaki et al.	Asami Sasaki, Department of Public Health, Niigata University,Graduate school of Medical and Dental Sciences; Asahimachi-dori 1-757, Niigata, Niigata 951-8510
AB191394	AB191394.1	AB191394	XXXX-XX-XX	Asia	Japan	Niigata		352			2005-06-01	2016-07-26		Sasaki,A.,Suzuki,H.,Saito,R.,Sato,M.,Sato,I.,Sano,Y.,Reiko,S.,Hiroshi,S.,Yugo,S.,Maki,S.	Sasaki et al.	Asami Sasaki, Department of Public Health, Niigata University,Graduate school of Medical and Dental Sciences; Asahimachi-dori 1-757, Niigata, Niigata 951-8510
